id,title,description,keywords,topics,platforms,event,collection,duration,video_url,thumbnail_url,transcript_path
111432,Accelerate your machine learning workloads with the M5 and A19 GPUs,"discover how to take advantage of the m5 and a19 gpus to accelerate machine learning. find out how to use the neural accelerators inside each gpu core to perform accelerated tensor and matrix operations for ai training and inference, and learn how to optimize performance using the metal debugger and metal system trace.",,Graphics & Games|Machine Learning & AI,ios|macos,Tech Talks,tech-talks,34:26,https://developer.apple.com/videos/play/tech-talks/111432/,https://devimages-cdn.apple.com/wwdc-services/images/8/10698/10698_wide_250x141_2x.jpg,transcipts/tech-talks-111432.txt
245,Transform your game with Apple Vision Pro,"join nathaniel ellingson from apple's developer ecosystem team to learn how to bring your game into the spatial computing era. find out how apple vision pro's precise hand tracking, spatial accessories, ultra-high resolution displays, and native frameworks like realitykit and metal empower creators to craft immersive and visually stunning gaming experiences. 
 
this session was originally presented as part of the meet with apple activity “press start: game development on apple platforms.” watch the full video for more insights and related sessions.",,Graphics & Games,ios|ipados|visionos,Meet with Apple,meet-with-apple,27:33,https://developer.apple.com/videos/play/meet-with-apple/245/,https://devimages-cdn.apple.com/wwdc-services/images/BC742FC2-04CD-4DDA-9F29-C074010922E7/10669/10669_wide_250x141_2x.jpg,transcipts/meet-with-apple-245.txt
241,Bring your PC and console games to Mac,"learn how to port your existing windows and console games to apple silicon devices using tools like metal and the game porting toolkit. explore the techniques that can help you accelerate and streamline your porting workflows, and get your game running across the entire mac lineup. 
 
this session was originally presented as part of the meet with apple activity “press start: game development on apple platforms.” watch the full video for more insights and related sessions.",,Graphics & Games,ios|ipados|macos|tvos|visionos,Meet with Apple,meet-with-apple,19:53,https://developer.apple.com/videos/play/meet-with-apple/241/,https://devimages-cdn.apple.com/wwdc-services/images/BC742FC2-04CD-4DDA-9F29-C074010922E7/10665/10665_wide_250x141_2x.jpg,transcipts/meet-with-apple-241.txt
242,"Explore power, performance, and scale for games on iPhone and iPad","discover the apple tools and technologies you can use to optimize game performance and power usage on iphone and ipad. learn how to use the metal performance hud, instruments, and metal debugger to identify bottlenecks, improve efficiency, and scale your game across apple devices. 
 
this session was originally presented as part of the meet with apple activity “press start: game development on apple platforms.” watch the full video for more insights and related sessions.",,Graphics & Games,ios|ipados|macos|tvos|visionos,Meet with Apple,meet-with-apple,15:43,https://developer.apple.com/videos/play/meet-with-apple/242/,https://devimages-cdn.apple.com/wwdc-services/images/BC742FC2-04CD-4DDA-9F29-C074010922E7/10666/10666_wide_250x141_2x.jpg,transcipts/meet-with-apple-242.txt
238,Discover game development on Apple platforms,"discover how the unified architecture across apple platforms makes it faster and easier to build, scale, and deliver high-performance games across every device. learn how tools like metal 4, the game porting toolkit, and the apple games app help developers reach players on more than 2 billion active devices worldwide. 
 
this session was originally presented as part of the meet with apple activity “press start: game development on apple platforms.” watch the full video for more insights and related sessions.",,Graphics & Games,ios|ipados|macos|tvos|visionos,Meet with Apple,meet-with-apple,14:15,https://developer.apple.com/videos/play/meet-with-apple/238/,https://devimages-cdn.apple.com/wwdc-services/images/BC742FC2-04CD-4DDA-9F29-C074010922E7/10662/10662_wide_250x141_2x.jpg,transcipts/meet-with-apple-238.txt
240,Level up with Apple game technologies,"explore the frameworks and technologies that can help you deliver great player experiences across the apple ecosystem. learn how to use frameworks like gamesave and metalfx, and tools like game mode and managed background assets, to boost performance, streamline launches, and create seamless gameplay on apple devices. 
 
this session was originally presented as part of the meet with apple activity “press start: game development on apple platforms.” watch the full video for more insights and related sessions.",,Graphics & Games,ios|ipados|macos|tvos|visionos,Meet with Apple,meet-with-apple,19:17,https://developer.apple.com/videos/play/meet-with-apple/240/,https://devimages-cdn.apple.com/wwdc-services/images/BC742FC2-04CD-4DDA-9F29-C074010922E7/10664/10664_wide_250x141_2x.jpg,transcipts/meet-with-apple-240.txt
231,"Capturing live events for Apple Immersive Video: Learnings from ""Metallica""","learn how to approach large-scale live events for apple immersive video. this session covers the importance of access, mapping stage layouts, placing cameras effectively, and analyzing previous performances to anticipate the show. using the apple immersive title ",,Spatial Computing,visionos,Meet with Apple,meet-with-apple,9:52,https://developer.apple.com/videos/play/meet-with-apple/231/,https://devimages-cdn.apple.com/wwdc-services/images/BC742FC2-04CD-4DDA-9F29-C074010922E7/10646/10646_wide_250x141_2x.jpg,transcipts/meet-with-apple-231.txt
236,Unlock GPU computing with WebGPU,learn how the webgpu api provides safe access to gpu devices for graphics and general-purpose computation. we'll also explore the wgsl shading language to write gpu programs. and we'll dive into best practices to achieve optimal performance while using minimal power across desktop and mobile devices.,"metal,shader,webkit",App Services|Safari & Web,ios|ipados|macos|visionos,WWDC25,wwdc2025,21:53,https://developer.apple.com/videos/play/wwdc2025/236/,https://devimages-cdn.apple.com/wwdc-services/images/3055294D-836B-4513-B7B0-0BC5666246B0/9934/9934_wide_250x141_2x.jpg,transcipts/wwdc2025-236.txt
262,Combine Metal 4 machine learning and graphics,learn how to seamlessly combine machine learning into your graphics applications using metal 4. we'll introduce the tensor resource and ml encoder for running models on the gpu timeline alongside your rendering and compute work. discover how shader ml lets you embed neural networks directly within your shaders for advanced effects and performance gains. we'll also show new debugging tools for metal 4 ml workloads in action using an example app.,"machine learning,metal,metal tools",Graphics & Games|Machine Learning & AI,ios|ipados|macos,WWDC25,wwdc2025,29:40,https://developer.apple.com/videos/play/wwdc2025/262/,https://devimages-cdn.apple.com/wwdc-services/images/3055294D-836B-4513-B7B0-0BC5666246B0/9975/9975_wide_250x141_2x.jpg,transcipts/wwdc2025-262.txt
211,Go further with Metal 4 games,"dive deeper into the latest advancements in metal 4. we'll introduce the new ray tracing features that help bring your most complex and visually rich workloads to apple silicon. discover how metalfx can help scale workloads by upscaling renderings, interpolating frames, and denoising scenes. 
 
to get the most out of this session, we recommend first checking out “discover metal 4” and “explore metal 4 games”.",,Graphics & Games,ios|ipados|macos|tvos|visionos,WWDC25,wwdc2025,26:47,https://developer.apple.com/videos/play/wwdc2025/211/,https://devimages-cdn.apple.com/wwdc-services/images/3055294D-836B-4513-B7B0-0BC5666246B0/9888/9888_wide_250x141_2x.jpg,transcipts/wwdc2025-211.txt
